id_parcours,Date_Reservation,Client_Prenom,Client_Nom,Age_client,Cat_CSP,Transport_ID,Ville_départ,Ville_dépose,Distance_(km),Date_Prise_véhicule,Date_Restitution_véhicule,Conducteur,Catégorie_véhicule,Modèle_véhicule,Immatriculation,Sinistre,Type_sinistre,Assurance
3731,2013-11-27,Kenneth,Schroeder,7,Non Cadre,51,Nantes,Nice,690,1999-02-25,2004-04-21,Raymond Whitehead,Citadine,Fiat,XX63YY,0,NON RESPONSABLE,AXA
2315,2006-08-30,Caleb,Gutierrez,16,Cadre,26,Nantes,Bordeaux,74,2006-12-03,2008-01-07,Andrew Alexander,Citadine,Mazda,XX76YY,1,RESPONSABLE,AXA
2416,1996-04-13,Jennifer,Miller,22,Non Cadre,90,Lille,Marseille,727,2005-07-05,1993-11-26,Jennifer Walton,Electrique,Hyundai,XX7YY,0,RESPONSABLE,GROUPAMA
4570,2020-09-27,Carol,Davis,30,Non Cadre,26,Strasbourg,LeHavre,552,1996-05-05,2010-12-30,Christopher Prince,Berline,Fiat,XX89YY,0,NON RESPONSABLE,AXA
3207,2011-11-14,Jordan,Olson,56,Cadre,48,Nantes,Clermont,262,1997-01-02,2019-12-16,Ricky Castillo,Electrique,Mazda,XX19YY,1,NON RESPONSABLE,ALLIANZ
3338,2009-10-14,Morgan,Collins,54,Non Cadre,88,Nantes,Clermont,616,2008-09-26,1993-11-02,Melissa Cherry,Citadine,Mazda,XX32YY,1,NON RESPONSABLE,GENERALI
2956,2003-11-28,Rhonda,Aguirre,60,Non Cadre,76,Nantes,Marseille,238,2001-02-16,2000-02-24,Glenn Dunn,Citadine,Dacia,XX38YY,0,RESPONSABLE,GROUPAMA
1731,2019-10-11,Rachel,Smith,85,Cadre,66,Lyon,Clermont,374,1995-07-16,2003-07-15,Samantha Nash,Citadine,Honda,XX34YY,0,RESPONSABLE,AXA
1299,2011-05-28,Rebecca,Rivera,11,Non Cadre,96,Nantes,LeMans,481,2010-10-02,2018-02-26,Anthony Harris,Electrique,Honda,XX63YY,0,RESPONSABLE,GENERALI
3212,2010-03-29,Jessica,Cohen,61,Non Cadre,51,Strasbourg,LeMans,702,1996-08-17,2020-04-20,Stephanie Duran MD,Electrique,Dacia,XX84YY,1,NON RESPONSABLE,AXA
4787,2003-08-21,Robert,Beasley,94,Non Cadre,56,Paris,LeHavre,707,2006-04-20,2003-03-08,Adam Davis,Citadine,Dacia,XX72YY,1,NON RESPONSABLE,GROUPAMA
4685,2000-02-23,James,Payne,49,Non Cadre,29,Amiens,Clermont,148,2020-06-28,2008-05-02,Kyle Zamora,Citadine,Audi,XX56YY,0,RESPONSABLE,ALLIANZ
2945,1999-10-28,Sophia,Woods,50,Non Cadre,93,Amiens,Bordeaux,296,2008-06-07,1992-07-06,Thomas Lucero,Berline,Tesla,XX5YY,1,RESPONSABLE,ALLIANZ
4360,2012-02-18,Shelley,Valenzuela,58,Cadre,87,Amiens,Marseille,142,2001-09-08,2006-11-27,Karen Martin,Electrique,Honda,XX75YY,1,RESPONSABLE,GENERALI
2441,2012-04-19,Lisa,House,91,Non Cadre,18,Nantes,Nice,364,2009-06-24,2017-03-26,Katelyn Jones,Berline,Audi,XX19YY,1,NON RESPONSABLE,AXA
4729,2020-05-14,Erin,Dawson,3,Non Cadre,71,Nantes,Clermont,857,1993-03-09,1995-01-31,Gabriel Oconnor,Citadine,Mazda,XX90YY,0,RESPONSABLE,GENERALI
2486,1992-10-16,Angela,Johnson,9,Non Cadre,73,Amiens,Marseille,501,2020-09-29,1995-02-03,Anna Johnson,Citadine,Honda,XX85YY,1,RESPONSABLE,GROUPAMA
1648,2006-11-30,Stephanie,Hudson,51,Non Cadre,80,Lyon,LeHavre,723,2019-06-21,2021-07-14,Robin Barber,Berline,Fiat,XX39YY,0,NON RESPONSABLE,GENERALI
1649,2007-03-31,David,Lyons,99,Cadre,86,Lille,Marseille,611,2006-12-30,2004-05-11,Ricky Mosley,Electrique,Tesla,XX75YY,1,NON RESPONSABLE,GROUPAMA
2884,2002-05-01,Peter,Nguyen,22,Non Cadre,8,Strasbourg,Nice,893,2014-12-25,2016-01-30,Andre Boyd,Citadine,Mazda,XX13YY,0,NON RESPONSABLE,ALLIANZ
1009,2002-11-17,Nicole,Barajas,64,Non Cadre,59,Lyon,Nice,423,2001-12-05,1999-05-15,Crystal Sanders,Berline,Fiat,XX69YY,1,RESPONSABLE,GENERALI
1858,2004-03-23,Arthur,Lynch,80,Non Cadre,33,Lille,LeMans,963,2010-05-20,2010-01-26,Peter Contreras,Berline,Audi,XX28YY,1,NON RESPONSABLE,AXA
3055,2006-03-12,Cesar,Nicholson,82,Cadre,81,Nantes,Nice,125,2015-11-19,2005-11-04,Blake Le,Citadine,Audi,XX7YY,1,RESPONSABLE,GENERALI
3334,2005-06-09,Chelsea,Young,14,Cadre,47,Lyon,Nice,611,2006-02-13,2016-08-08,Daniel Mitchell,Electrique,Tesla,XX34YY,1,RESPONSABLE,ALLIANZ
2701,2013-09-12,Melanie,Rich,68,Cadre,74,Lille,Nice,423,2001-06-20,1995-02-10,Pamela Mason,Citadine,Mazda,XX84YY,1,RESPONSABLE,AXA
1141,2008-04-25,Nicholas,Hall MD,50,Cadre,87,Lyon,Bordeaux,143,2004-09-19,2014-08-15,Bruce Figueroa,Berline,Hyundai,XX50YY,1,RESPONSABLE,ALLIANZ
550,1992-05-11,Deborah,Jenkins,7,Non Cadre,33,Nantes,Bordeaux,875,2013-07-31,2012-11-25,Michael Hall,Berline,Honda,XX87YY,1,RESPONSABLE,AXA
4506,2007-06-01,Frederick,Morris,85,Cadre,46,Lille,Clermont,165,1992-04-17,2004-09-27,James Brown,Berline,Mazda,XX60YY,1,RESPONSABLE,ALLIANZ
2968,1992-06-15,Gabrielle,Kennedy,28,Non Cadre,11,Lille,LeHavre,203,2015-04-29,2017-09-12,Katie Johnson,Berline,Audi,XX90YY,1,RESPONSABLE,GENERALI
2304,1995-02-16,Mr.,Craig Galvan,99,Cadre,62,Amiens,Nice,754,2017-08-25,2021-04-02,Denise Anderson,Citadine,Hyundai,XX98YY,0,NON RESPONSABLE,ALLIANZ
378,2010-04-24,Daniel,Mckay,44,Non Cadre,66,Paris,LeHavre,301,1995-05-22,1994-07-02,Jack Carroll,Citadine,Kia,XX83YY,1,NON RESPONSABLE,AXA
330,2009-03-31,Danielle,White,53,Cadre,37,Lyon,Clermont,922,1999-07-18,2001-06-29,Steven Sandoval DVM,Electrique,Kia,XX95YY,0,NON RESPONSABLE,ALLIANZ
4718,2006-06-26,Melissa,Martin,38,Non Cadre,75,Lyon,Marseille,591,2003-02-03,2019-03-09,Linda Downs,Electrique,Mazda,XX23YY,0,RESPONSABLE,GENERALI
1746,2000-10-18,Scott,Caldwell,35,Non Cadre,39,Nantes,Nice,784,2019-10-08,1996-05-11,Kari Bradshaw,Berline,Fiat,XX46YY,0,RESPONSABLE,AXA
556,2015-09-04,Robert,Ayers,78,Non Cadre,21,Lyon,LeMans,30,2002-02-07,1998-07-14,Wendy Sanders,Electrique,Mazda,XX89YY,1,RESPONSABLE,GENERALI
1116,2007-09-24,Francis,Holmes,70,Cadre,45,Lille,Bordeaux,182,2019-04-28,1994-11-29,William Chen,Citadine,Audi,XX36YY,1,NON RESPONSABLE,ALLIANZ
3860,2010-05-07,Donna,Murray,70,Cadre,88,Lyon,Clermont,605,2020-03-24,1991-11-28,Stephanie Jenkins,Berline,Hyundai,XX28YY,0,RESPONSABLE,AXA
537,2015-01-28,Katherine,Johnson,3,Non Cadre,36,Amiens,Bordeaux,846,2011-10-29,2003-04-04,Kevin Jackson,Electrique,Mazda,XX82YY,0,NON RESPONSABLE,ALLIANZ
1699,2011-03-23,Terry,Levine,46,Cadre,49,Amiens,LeHavre,80,2010-05-01,1995-09-27,John Dyer,Electrique,Hyundai,XX84YY,0,RESPONSABLE,AXA
461,2009-02-06,Daniel,Martinez,20,Cadre,5,Lille,Marseille,512,2001-07-02,2011-05-12,Samantha Morales,Berline,Audi,XX96YY,1,RESPONSABLE,GENERALI
4625,2019-05-25,Kelsey,Wilson,93,Cadre,23,Lille,Nice,601,2004-02-20,2021-08-19,Taylor Gibbs,Citadine,Dacia,XX77YY,1,NON RESPONSABLE,GENERALI
82,2020-07-25,Kevin,Stevenson,33,Cadre,66,Nantes,Clermont,374,1996-02-14,1992-04-06,Jill Willis,Berline,Tesla,XX53YY,0,NON RESPONSABLE,GROUPAMA
4777,1999-11-17,Joe,Morgan,54,Non Cadre,2,Strasbourg,Nice,39,2011-10-19,2001-10-21,Rebecca Carter,Citadine,Hyundai,XX92YY,0,NON RESPONSABLE,GROUPAMA
2108,2005-04-28,Jonathan,Strickland,68,Cadre,7,Lyon,Clermont,727,1996-01-25,1997-10-13,Katherine Brown,Electrique,Dacia,XX18YY,1,RESPONSABLE,AXA
2611,2011-02-09,William,Stevens,41,Cadre,96,Lille,Bordeaux,526,2000-10-05,2004-06-17,Sean Pollard,Berline,Tesla,XX70YY,1,RESPONSABLE,AXA
399,2005-06-26,Suzanne,Jackson,82,Cadre,8,Strasbourg,Marseille,956,2011-10-17,2004-06-15,Mrs. Danielle Smith,Electrique,Honda,XX0YY,0,NON RESPONSABLE,GROUPAMA
92,2000-11-02,James,Donovan,4,Cadre,47,Amiens,Clermont,234,1991-11-22,2003-03-31,Amanda Le,Berline,Fiat,XX27YY,0,NON RESPONSABLE,GENERALI
1615,2000-09-05,Charles,Copeland,8,Cadre,37,Lyon,LeHavre,54,2011-06-15,2001-01-04,Matthew Wilson,Berline,Dacia,XX93YY,0,RESPONSABLE,GENERALI
673,2002-12-31,Jessica,Pierce,77,Cadre,42,Amiens,LeHavre,636,2019-01-20,1998-08-22,Gwendolyn Hardin,Electrique,Fiat,XX85YY,1,RESPONSABLE,GROUPAMA
3057,1995-12-10,Amber,Clark,57,Cadre,48,Amiens,LeMans,999,1994-07-18,2001-07-10,Veronica Bullock,Electrique,Dacia,XX37YY,1,NON RESPONSABLE,GROUPAMA
2499,1993-08-02,Robert,Walton,98,Cadre,8,Nantes,LeMans,917,1996-01-20,1998-03-04,Carol Matthews,Citadine,Audi,XX30YY,0,RESPONSABLE,AXA
1288,2019-10-30,Amanda,Burch,1,Cadre,56,Paris,Clermont,862,1998-12-20,2014-06-24,Glenn Watson,Electrique,Mazda,XX27YY,1,RESPONSABLE,ALLIANZ
1026,2015-02-06,Mathew,James,48,Non Cadre,74,Amiens,Clermont,670,2016-05-18,2011-07-25,Kelly Wright,Citadine,Fiat,XX86YY,1,RESPONSABLE,GROUPAMA
1521,2004-04-10,Clinton,Salazar,42,Cadre,26,Lille,Bordeaux,687,2004-06-20,1993-09-26,Mary Spencer,Citadine,Tesla,XX12YY,1,RESPONSABLE,GENERALI
1680,2004-01-26,Terri,White,67,Non Cadre,95,Lyon,LeMans,165,1997-08-15,2018-06-19,Michelle Blankenship,Electrique,Dacia,XX99YY,0,RESPONSABLE,GROUPAMA
3083,2013-12-26,Lucas,Barrera,73,Non Cadre,34,Lille,LeHavre,32,2016-08-12,2011-08-28,Madeline Harmon,Citadine,Tesla,XX59YY,1,NON RESPONSABLE,GROUPAMA
2079,2006-07-20,Nicole,Bennett,61,Cadre,24,Amiens,LeMans,777,2020-12-25,1996-11-01,Tonya Williams,Electrique,Kia,XX70YY,1,RESPONSABLE,ALLIANZ
2054,1996-10-23,Denise,Day,89,Cadre,90,Lyon,Clermont,631,1996-08-12,2021-03-11,Jamie Daniels,Berline,Tesla,XX27YY,0,NON RESPONSABLE,GENERALI
3671,1996-04-03,Thomas,Lucero,28,Non Cadre,59,Amiens,Bordeaux,240,1992-03-14,1998-05-14,Tammie Haynes,Electrique,Tesla,XX42YY,1,RESPONSABLE,ALLIANZ
1931,2018-02-02,Jessica,Hunt,28,Non Cadre,32,Amiens,Bordeaux,987,2019-08-11,1991-10-04,Cassandra Dougherty,Citadine,Kia,XX40YY,1,NON RESPONSABLE,GROUPAMA
3138,1992-11-19,Danny,Dennis,24,Cadre,29,Amiens,Clermont,143,1996-10-16,2013-04-05,Elizabeth Wilson,Berline,Hyundai,XX31YY,1,NON RESPONSABLE,AXA
3748,1996-02-18,Megan,Vang,18,Non Cadre,5,Paris,LeHavre,41,2002-05-28,2005-07-08,Robert Boyd,Berline,Dacia,XX59YY,0,NON RESPONSABLE,AXA
4105,2020-01-09,John,Brown,15,Non Cadre,14,Paris,Clermont,351,1997-12-13,2008-03-31,Angela Allen,Electrique,Tesla,XX72YY,0,RESPONSABLE,ALLIANZ
4171,2008-12-11,Cheryl,Harris,12,Non Cadre,35,Lille,LeMans,989,1997-07-22,2017-08-10,Jessica Nguyen,Electrique,Mazda,XX24YY,0,RESPONSABLE,GROUPAMA
4372,2017-12-16,Joel,Underwood,36,Cadre,42,Paris,Marseille,721,1996-06-19,2013-08-19,Gary Wright,Electrique,Kia,XX3YY,0,RESPONSABLE,GENERALI
1726,2003-03-21,Marcus,Adams,5,Cadre,84,Lyon,Nice,242,2014-04-10,2007-06-17,Ana Humphrey,Berline,Kia,XX34YY,1,RESPONSABLE,GROUPAMA
4163,2003-10-06,Robert,King,88,Cadre,30,Nantes,LeMans,391,2011-07-03,1997-01-25,Steven Smith,Citadine,Fiat,XX14YY,0,NON RESPONSABLE,GENERALI
3093,2012-03-26,Colin,Giles,83,Cadre,70,Lille,Marseille,735,2009-01-18,2014-10-29,Stephanie Case,Electrique,Honda,XX47YY,0,RESPONSABLE,AXA
60,2008-02-12,Christian,Perkins,79,Non Cadre,67,Nantes,Clermont,713,2019-02-08,2005-03-29,Anthony Tate,Electrique,Kia,XX91YY,1,RESPONSABLE,GROUPAMA
1723,1994-07-09,Todd,Payne,55,Non Cadre,70,Lille,Nice,786,2000-02-23,2011-08-10,Samantha Smith,Berline,Mazda,XX14YY,1,NON RESPONSABLE,GENERALI
2840,1992-09-17,Hunter,Campbell,66,Cadre,48,Strasbourg,Bordeaux,676,1997-09-20,2021-08-04,Caleb Morales,Citadine,Honda,XX9YY,1,RESPONSABLE,ALLIANZ
4032,2016-09-19,Jordan,Foster,87,Non Cadre,21,Strasbourg,Bordeaux,549,2020-05-02,2016-02-19,Christopher Schneider,Citadine,Dacia,XX49YY,1,RESPONSABLE,GENERALI
1697,2021-04-11,William,Soto,69,Non Cadre,76,Lille,LeHavre,794,1998-06-12,2021-06-28,Albert Norris,Citadine,Dacia,XX83YY,1,RESPONSABLE,GENERALI
284,2006-09-13,Ethan,Hubbard,14,Non Cadre,81,Amiens,LeHavre,951,2019-01-23,1999-05-15,Carlos Morris,Electrique,Dacia,XX44YY,1,NON RESPONSABLE,GENERALI
2606,2003-07-22,Michael,Jimenez,48,Cadre,70,Strasbourg,Clermont,268,2011-07-20,1992-10-23,Mark Walker,Electrique,Tesla,XX94YY,1,RESPONSABLE,GENERALI
16,2014-04-28,John,Terry,42,Cadre,88,Lyon,LeHavre,221,2014-12-13,2011-06-19,Laura Saunders,Electrique,Fiat,XX69YY,1,RESPONSABLE,AXA
3853,2001-02-19,Jennifer,Swanson,68,Non Cadre,67,Lyon,Clermont,798,2003-07-28,1993-08-10,Michael Jimenez,Citadine,Mazda,XX91YY,0,RESPONSABLE,ALLIANZ
2832,2002-10-16,Timothy,Allen,38,Cadre,59,Lyon,LeHavre,648,1998-03-22,2004-06-08,Linda Lyons,Citadine,Mazda,XX26YY,1,NON RESPONSABLE,AXA
694,2004-11-03,Ronald,Moreno,52,Cadre,29,Lille,LeMans,498,2018-04-08,1996-12-14,Justin Davila,Berline,Audi,XX4YY,0,RESPONSABLE,GENERALI
3051,2012-02-10,Jose,Ellis,33,Cadre,0,Lille,LeHavre,140,1995-11-15,2018-08-25,Marcus Page,Citadine,Dacia,XX32YY,0,NON RESPONSABLE,AXA
1182,2015-03-18,Shawn,Wallace,91,Non Cadre,84,Amiens,Bordeaux,702,2001-09-22,1995-01-14,Shannon Smith,Electrique,Audi,XX75YY,0,NON RESPONSABLE,GROUPAMA
746,2009-12-19,Timothy,Stewart,59,Cadre,41,Lyon,Clermont,94,1995-11-12,1996-11-09,Billy Kennedy,Electrique,Kia,XX66YY,1,NON RESPONSABLE,AXA
2910,2000-09-25,Robert,Davis,80,Non Cadre,55,Amiens,Bordeaux,862,1995-02-02,2020-02-25,Mark Rose,Citadine,Dacia,XX51YY,0,NON RESPONSABLE,ALLIANZ
4097,2009-05-11,Jennifer,Cox,4,Cadre,75,Lille,LeHavre,251,1995-03-25,1993-03-24,Megan Simpson,Electrique,Hyundai,XX21YY,0,NON RESPONSABLE,AXA
1243,1999-06-11,Mariah,Stewart,50,Non Cadre,24,Lille,LeMans,483,2011-10-13,2010-01-03,Heather Maxwell,Citadine,Mazda,XX78YY,1,RESPONSABLE,AXA
2916,2007-03-14,Sarah,Ross,82,Cadre,12,Lyon,Marseille,856,2018-05-30,2016-02-26,Anthony Rodriguez,Citadine,Fiat,XX20YY,1,NON RESPONSABLE,GENERALI
2176,1999-08-22,Amber,Patton,1,Non Cadre,3,Lille,Marseille,269,2007-04-05,2014-05-09,Daniel Anderson,Citadine,Fiat,XX34YY,1,NON RESPONSABLE,AXA
2556,2019-09-13,Dr.,Alicia Walters,21,Non Cadre,35,Lyon,LeMans,653,2021-05-01,1997-06-11,Stephanie Beck,Citadine,Honda,XX33YY,1,NON RESPONSABLE,ALLIANZ
3707,2003-12-27,Zachary,Norton,92,Non Cadre,97,Paris,LeHavre,196,1995-10-02,2011-04-25,Jasmine Boyle,Electrique,Audi,XX6YY,1,NON RESPONSABLE,AXA
2185,2006-07-31,Phyllis,Jimenez,43,Cadre,16,Lyon,LeMans,925,2015-08-04,2010-01-12,Rebecca Vasquez,Citadine,Kia,XX71YY,1,NON RESPONSABLE,ALLIANZ
3108,1995-09-24,Joshua,Jefferson,87,Cadre,85,Amiens,LeHavre,263,2002-09-19,2002-11-30,Keith Thomas,Citadine,Dacia,XX92YY,0,RESPONSABLE,GROUPAMA
4246,2006-12-02,Patricia,Williams,4,Cadre,92,Lille,Clermont,238,2006-03-04,2008-10-12,Alexandra Wright,Berline,Hyundai,XX42YY,0,RESPONSABLE,ALLIANZ
2485,2015-08-11,Cheryl,Cochran,42,Cadre,34,Amiens,Bordeaux,388,2006-12-25,2020-04-10,David Mitchell,Berline,Honda,XX34YY,0,NON RESPONSABLE,GENERALI
2363,2018-01-13,Rita,Rivera,47,Cadre,97,Paris,LeHavre,876,2000-08-30,2005-02-23,Evelyn Arias,Citadine,Audi,XX88YY,1,NON RESPONSABLE,GROUPAMA
3874,2007-11-07,Kenneth,Padilla,85,Non Cadre,31,Strasbourg,LeHavre,780,2018-09-29,2014-06-11,Thomas Harper,Berline,Kia,XX44YY,0,NON RESPONSABLE,GROUPAMA
2375,2016-04-18,Lynn,Ellison,39,Non Cadre,74,Strasbourg,Marseille,67,2009-02-21,2013-03-20,Debbie Foster,Electrique,Honda,XX60YY,0,NON RESPONSABLE,AXA
827,1995-03-21,Cheryl,Mccarthy,17,Cadre,11,Lyon,Nice,308,1994-05-18,2007-12-10,Dorothy Jones,Citadine,Dacia,XX99YY,0,RESPONSABLE,ALLIANZ
2927,2005-07-31,William,Meyer,47,Cadre,25,Amiens,Nice,277,2001-09-24,2012-05-17,Logan Gomez,Electrique,Hyundai,XX49YY,0,NON RESPONSABLE,ALLIANZ
530,1996-07-25,Juan,Walker Jr.,26,Non Cadre,35,Nantes,LeMans,441,2018-12-10,2013-10-13,Linda Smith,Electrique,Dacia,XX98YY,0,RESPONSABLE,AXA
3295,1995-09-04,Becky,Huber,32,Cadre,69,Lyon,LeMans,786,2020-03-03,1998-05-01,Sharon Frazier,Berline,Fiat,XX61YY,0,NON RESPONSABLE,AXA
1836,2020-11-17,Dr.,Danny Williams,42,Non Cadre,66,Lille,LeMans,472,2002-11-13,1999-07-20,Rebekah Baker,Berline,Mazda,XX77YY,1,NON RESPONSABLE,ALLIANZ
651,2005-03-08,Cynthia,Jones,10,Cadre,2,Lyon,LeMans,254,2010-10-18,2003-02-08,Vanessa Lopez,Berline,Hyundai,XX36YY,1,NON RESPONSABLE,AXA
239,2005-09-21,Ryan,Campbell,83,Cadre,25,Lyon,Nice,5,2005-12-24,1993-12-24,Aaron Ortiz,Electrique,Fiat,XX7YY,0,NON RESPONSABLE,AXA
3925,2014-03-12,Frederick,Peterson,89,Cadre,89,Strasbourg,LeHavre,559,2020-01-20,2019-09-04,Kimberly Hernandez,Citadine,Audi,XX94YY,0,NON RESPONSABLE,AXA
4769,1995-06-25,Dominic,Wells,91,Cadre,69,Nantes,Nice,755,1999-04-09,2013-02-05,Jamie Turner,Electrique,Kia,XX21YY,0,NON RESPONSABLE,GENERALI
3425,2019-05-21,Hannah,Becker,57,Non Cadre,5,Strasbourg,Clermont,160,2013-10-10,1997-02-08,Paul Nelson,Berline,Fiat,XX18YY,0,NON RESPONSABLE,GENERALI
4813,2006-05-17,Jenna,Fox,71,Cadre,91,Amiens,LeMans,924,1992-07-01,2009-07-05,Ann Buck,Berline,Audi,XX18YY,0,RESPONSABLE,GENERALI
2855,1999-04-11,Kimberly,Evans,48,Cadre,70,Strasbourg,Nice,461,2004-02-13,2016-05-13,Jessica Fletcher,Electrique,Mazda,XX0YY,0,NON RESPONSABLE,GENERALI
2642,2003-05-21,Mitchell,Beltran,44,Cadre,73,Nantes,LeHavre,635,2016-07-15,2016-09-17,Brad Freeman,Citadine,Dacia,XX80YY,0,NON RESPONSABLE,ALLIANZ
4317,1999-09-24,Tammy,Williams,55,Cadre,55,Amiens,Nice,499,1994-01-25,2006-10-19,Patricia Cox,Berline,Honda,XX39YY,0,RESPONSABLE,ALLIANZ
2929,1996-10-19,Patricia,Robinson,84,Non Cadre,52,Strasbourg,Nice,146,2015-04-19,2016-03-17,Paul Rodgers,Berline,Hyundai,XX83YY,0,RESPONSABLE,ALLIANZ
3761,2005-12-13,Eric,Robinson,75,Cadre,76,Lyon,Marseille,345,2016-09-07,2004-08-19,Joseph Petersen,Citadine,Mazda,XX2YY,0,NON RESPONSABLE,GROUPAMA
3801,1995-09-09,Christopher,Carpenter IV,59,Cadre,89,Strasbourg,LeMans,371,2016-09-13,1996-08-04,Matthew Carr,Berline,Mazda,XX61YY,1,NON RESPONSABLE,AXA
839,2006-03-13,Reginald,Park,90,Non Cadre,32,Lille,LeMans,456,1998-07-07,2007-11-03,Janet Gardner,Berline,Audi,XX68YY,0,RESPONSABLE,GENERALI
347,1995-12-30,Anthony,Schroeder,1,Non Cadre,50,Strasbourg,LeHavre,430,1997-03-25,2018-03-21,Debra Baker,Citadine,Hyundai,XX43YY,1,RESPONSABLE,GENERALI
710,1993-03-07,Dana,Edwards,87,Non Cadre,15,Lyon,Nice,237,2006-04-04,2014-04-16,Lauren Wilson,Berline,Tesla,XX28YY,1,NON RESPONSABLE,GENERALI
2404,1993-03-21,Brenda,Gonzalez,85,Cadre,86,Nantes,LeHavre,484,2018-10-16,1993-05-29,Brendan Taylor,Electrique,Fiat,XX61YY,0,NON RESPONSABLE,ALLIANZ
2262,2004-11-29,Kimberly,Johnston,40,Non Cadre,77,Lille,Marseille,285,2015-01-30,2006-08-21,William Horton,Electrique,Kia,XX17YY,0,NON RESPONSABLE,ALLIANZ
3799,2007-12-02,Douglas,Delgado,47,Non Cadre,33,Strasbourg,Clermont,993,1998-02-10,2017-07-07,Lisa Blanchard,Citadine,Audi,XX15YY,1,RESPONSABLE,GENERALI
2267,2003-12-23,Christine,Lawson,37,Cadre,9,Lille,Nice,582,1997-11-27,2002-01-23,Ryan Gray,Berline,Mazda,XX54YY,0,RESPONSABLE,AXA
4647,2013-02-19,Rebecca,Taylor,5,Non Cadre,82,Lyon,Bordeaux,146,1995-08-18,2009-12-25,Paige Nelson,Electrique,Kia,XX25YY,0,NON RESPONSABLE,GROUPAMA
1670,2012-04-29,Sarah,Arellano,44,Non Cadre,54,Paris,Clermont,703,1998-07-25,2001-07-10,Kathryn Johnson,Citadine,Mazda,XX48YY,0,RESPONSABLE,GROUPAMA
206,2000-10-16,Kenneth,Glover,12,Cadre,18,Lille,Marseille,333,2007-01-18,1999-08-05,Misty Adams,Electrique,Audi,XX97YY,1,NON RESPONSABLE,GROUPAMA
4734,1999-01-07,Tiffany,Holmes,42,Non Cadre,18,Paris,Marseille,55,2001-04-12,1999-08-06,Dylan Hensley,Electrique,Fiat,XX30YY,0,NON RESPONSABLE,GENERALI
3044,2016-05-12,Matthew,Davies,63,Non Cadre,55,Amiens,Bordeaux,274,2009-08-04,2019-05-08,Michael Thomas,Electrique,Hyundai,XX58YY,0,RESPONSABLE,GROUPAMA
870,2018-04-10,Jerry,Hernandez,96,Cadre,2,Amiens,Clermont,350,2009-07-18,1997-04-21,Jennifer Johnson,Berline,Fiat,XX53YY,1,NON RESPONSABLE,ALLIANZ
1835,1994-01-22,Jeffrey,Avery,82,Cadre,24,Nantes,LeMans,273,1992-10-25,2021-02-28,Brian Nguyen,Berline,Audi,XX65YY,0,RESPONSABLE,AXA
1222,2008-01-20,Elizabeth,Marshall,36,Non Cadre,1,Lille,LeHavre,243,1994-03-04,2005-05-24,Kevin Erickson,Citadine,Hyundai,XX41YY,0,NON RESPONSABLE,ALLIANZ
1863,2017-01-25,William,Martinez,4,Non Cadre,50,Nantes,LeMans,740,1999-12-12,2009-01-24,Nicholas Long,Electrique,Fiat,XX34YY,0,NON RESPONSABLE,GROUPAMA
138,1995-08-26,Kelly,Davis,9,Cadre,97,Lyon,Clermont,652,1993-12-01,2006-05-29,Jasmine Kim,Berline,Tesla,XX32YY,1,NON RESPONSABLE,AXA
4028,2017-09-06,Brian,Brooks,88,Cadre,35,Lille,Nice,656,2001-10-26,2020-08-29,Ronald Rodriguez,Berline,Hyundai,XX87YY,1,NON RESPONSABLE,GENERALI
4917,2001-09-15,Stacy,Crawford,49,Cadre,91,Paris,Bordeaux,686,2017-09-17,2000-01-29,Samuel Perry,Berline,Dacia,XX66YY,0,RESPONSABLE,ALLIANZ
3869,2017-12-24,Bryan,Cooper,61,Cadre,23,Paris,Bordeaux,948,2014-11-04,2002-05-03,Michael Mitchell,Citadine,Audi,XX55YY,0,NON RESPONSABLE,AXA
1517,1996-08-23,Greg,Jackson,58,Non Cadre,79,Paris,Bordeaux,254,2015-06-01,2010-09-11,Richard Mcgee,Berline,Tesla,XX69YY,1,NON RESPONSABLE,GENERALI
3935,2018-12-16,Christopher,Harper,85,Non Cadre,18,Amiens,Nice,634,2009-03-18,2003-11-13,Eric Ward,Berline,Hyundai,XX50YY,0,NON RESPONSABLE,ALLIANZ
986,2015-05-13,Juan,Schmidt,79,Cadre,72,Strasbourg,LeHavre,223,1992-12-15,1999-10-10,Bradley Vargas,Electrique,Fiat,XX88YY,1,RESPONSABLE,GENERALI
3650,2010-12-31,Heather,Jones,55,Cadre,88,Paris,Clermont,616,2015-08-06,2020-03-04,Joseph Rivera,Electrique,Honda,XX1YY,1,NON RESPONSABLE,AXA
2991,2004-06-13,George,Hogan,22,Non Cadre,47,Strasbourg,LeMans,226,2020-03-06,2005-06-06,Amy Olson,Citadine,Tesla,XX35YY,0,NON RESPONSABLE,GENERALI
4088,1997-06-12,Walter,Hicks,69,Non Cadre,80,Amiens,LeMans,141,1994-07-22,2013-09-17,Mary Merritt,Electrique,Kia,XX56YY,0,RESPONSABLE,ALLIANZ
2908,2002-07-26,Courtney,Lopez,94,Cadre,85,Paris,LeHavre,297,2012-10-09,2007-06-21,Zoe Morales,Citadine,Kia,XX78YY,0,NON RESPONSABLE,GENERALI
3300,2013-01-16,Timothy,Bryant,12,Non Cadre,88,Nantes,Nice,919,2013-08-27,2018-12-17,Joseph Burns,Citadine,Audi,XX25YY,0,NON RESPONSABLE,ALLIANZ
